created_at,full_text,location,text_translated,sentiment_score,sentiment
Sat Oct 05 04:31:26 +0000 2024,sorok beras sorok minyak masak sorok baby oil ,,Baby Oil Cooking Rice Rice Oil,0.0,Neutral
Sat Oct 05 04:12:12 +0000 2024,@wanfayhsal Memenangi???? Menang istilah yg guna bila berlawan. Pasti ada yg kalah? Siapa kalah? Jemin manaaaa??? Untung la Hamzah minyak masak sbb Din beramboi nak masuk ke dalam dah x lama lg.,Bandar Seremban,wanfayhsal win Win the term used when fightingDid anyone loseWho losesJemin manaaaa Fortunately the cooking oil is a good a it want to go into the old x,0.8957,Positive
Sat Oct 05 03:06:29 +0000 2024,Belanjawan 2025 akan beri tumpuan kepada inflasi naikkan gaji - Anwar #BHNasional Walau harga minyak masak petrol lebih murah di Malaysia berbanding negara serantau masih terdapat keperluan untuk beri tumpuan menaikkan tahap pendapatan https://t.co/NF9P65nEYm,Malaysia,Budget 2025 will focus on inflation raising salary Anwar bhnational although the price of petrol cooking oil in Malaysia is still in the region still there is still a need to focus on raising income,0.0,Neutral
Sat Oct 05 02:05:26 +0000 2024,@wanfayhsal Satu ayahanda menantu lari lgi satu ayahanda kpd anak yng sorok minyak masak subsidi elok la tu 2 pengkhianat negara.,,wanfayhsal one father in law run away from one father to a child with a good subsidy oil oil 2 traitor,0.4404,Positive
Sat Oct 05 00:46:35 +0000 2024,1 165 aduan minyak masak dalam lapan bulan https://t.co/NSIEOloLWX #Negara #aduan #bekalan #harga #kpdn,Malaysia,1 165 Cooking oil complaint in eight month,-0.296,Negative
Fri Oct 04 23:47:51 +0000 2024,@tanyakanrl kalau mau masak mah jangan setengah mateng nder goreng mah goreng aja ini mah minyak belum panas udah lu goreng aja pada ga tau nih menu nya apaaa,,takakrl if you want to cook it dont half a fried nder fried mah this is not hot yet you have fried it on the menu of the menu,0.0772,Positive
Fri Oct 04 17:49:43 +0000 2024,@HalimCrypto @mkini_bm Tu inisiatif mana pula? Yg kau screenshot tu pekerja kena atleast 200. Sejak bila PKS pekerja banyak macamtu. Lebih malang lepas PKP PKS takboleh guna minyak masak subsidi.,"Johore, Malaysia",Halimcrypto mkinibm is the initiativeThat you screenshot that worker have to be atleast 200 Since when the SMEs are a lot of workUnfortunately after the SME CCC is not possible to use subsidized cooking oil,0.0,Neutral
Fri Oct 04 16:23:03 +0000 2024,@caramelocheese Lagipula kalo masih dibawah 30k itungannya lebih hemat. Kalo masak sendiri hitungan bumbu gas minyak bahan2 nya. Itu kurang lebih sama,,caramelocheese is still below 30k it is more than thatIf you cook your own seasoning oil the oil oilsThat is about the same more,0.0,Neutral
Fri Oct 04 16:05:40 +0000 2024,Dahla beli yg order besar. Adudu.. Kira halal la ya seller. Sis da cuba nak return tp dia pun ghosting kita 2 hari tak reply apa pun. Boleh la buat stock 4bulan minyak masak sihat ,"Bukit Raja, Selangor",Dahla bought a big orderAdudu It seems to be halal la sellerSis da tried to return but he even ghosted u for 2 daysIt can make stock 4 month of healthy cooking oil,0.5499,Positive
Fri Oct 04 15:36:03 +0000 2024,@CREWSemmelweis LAPER YA. NAH ITU BENER! Kita lanjut INI TERAKHIR. 13. Kalau masak pakai minyak tuh disebutnya digoreng kalau masak pakai air? 14. Lengkapi kata berikut: utang itu harus ______. 15. Sinonim dari menggunakan! Tapi ambil kata dasarnya. 16. Kalau bayar terus scan barcode.,IC: @ra_fabie,Crewsemmelweis laper yesWell it BenerWe are the last13 When cooked with oil it is called fried when cooking with water14 Complete the following word The debt should be 15 Synonyms from usingBut take the basic word16 If you pay a barcode scan,-0.4404,Negative
Fri Oct 04 12:06:12 +0000 2024,Cara Membuat - Masukkan minyak goreng lalu masak kacang tanah sebentar setelah itu masak ikan teri sampai kering (sebelumnya saya cuci dlu biar ga terlalu asin),,How to make add fried oil and cook peanut for a moment after cooking fish until dry I used to wash it too salty,0.0,Neutral
Fri Oct 04 11:31:58 +0000 2024,@koomicasaa @applepieesy @cipajeonkookie @Bbyjjk7_ masak dg minyak dingin btw wtp , ʲᵏ,koomicasaa applepieesy cipajeonkookie bbyjjk7 Cook with cold oil btw wtp,0.0,Neutral
Fri Oct 04 03:29:10 +0000 2024,KPDN serbu premis peniaga 'pilih bulu' jual minyak masak paket https://t.co/nnVrQNZngV,Kuala Lumpur,KPDN Dealer Premises Choose Hair Sell Package Oil Httpstconnvrqnzngv,0.0,Neutral
Fri Oct 04 03:27:43 +0000 2024,KPDN serbu premis peniaga 'pilih bulu' jual minyak masak paket https://t.co/IPJluUHIT1 KPDN Perak #BernamaNews https://t.co/9GiwTcCeD7,"Kuala Lumpur, Malaysia",KPDN Dealer Premises Choose Hair Sell Package Cooking Oil KPDN Silver BERNAMANEWS,0.0,Neutral
Fri Oct 04 03:07:59 +0000 2024,KPDN serbu premis peniaga 'pilih bulu' jual minyak masak peket Menurut pekerja kedai minyak masak peket telah habis dijual namun pemeriksaan lanjut dijalankan menemukan sejumlah minyak masak peket di dalam bilik kecil yang disyaki dijadikan stor #sinarharian #KPDNPerak,Malaysia,KPDN Dealer Premises Choose Hair Sell Package Cooking Oil According to the Package Cooking Oil Store Worker ha been sold but further inspection have found a number of packet cooking oil in a small room that is suspected to be a sinarharian kpdnperak store,-0.0516,Negative
Fri Oct 04 03:05:53 +0000 2024,@ukhtnur_ Hahaa tu la i think dulu pon they check belakang je. Cuma klu beli minyak masak besar tu idk how ppl can hide that,0107,ukhtnur hahaa tu la i think first pon they check backJust buy a large cooking oil and how ppl can hide that,-0.1779,Negative
Fri Oct 04 03:02:56 +0000 2024,KPDN serbu premis peniaga 'pilih bulu' jual minyak masak paket #BHNasional Sejumlah 78 kilogram minyak masak paket bersubsidi disita. https://t.co/HleJaGSl8k,Malaysia,KPDN Dealer Premises Choose Hair Sell Bhnational Package Cooking Oil A total of 78 kilogram of subsidized packet cooking oil,0.0,Neutral
Fri Oct 04 02:37:54 +0000 2024,@tavoryyn masak nasi kaya biasa tumis daun jeruk dipotong² minyak dikit margarin sama bawang dipotong² trus ditumis semua itu abis nasinya mateng campurin aja sm nasinya trus masukin ke magicom lagi nunggu biar tanek nasinya dah jadi. klo mau rada gurih bisa tambahin perasa,tembalang,tavoryyn Cooking Rich Rice Rich Saute Leaves Cut Cut Cut Oil Margarin With Onions Cut cut trus It all come up with it Mateng mixed it with SM His Number to go to Magoma again and wait for itKlo want to be savory can add flavoring,0.0772,Positive
Fri Oct 04 02:06:26 +0000 2024,1. Air Fryer Mau masak tanpa minyak? Bisa banget. Air fryer bisa jadi solusi untuk kamu yang mau masak tanpa penggunaan minyak berlebih!!,Jakarta,1 Fryer Air Want to cook without oilCant bangetAir fryer can be a solution for those of you who want to cook without the use of excess oil,0.4404,Positive
Fri Oct 04 00:58:07 +0000 2024,Premis jual minyak masak peket kepada orang tertentu sahaja https://t.co/UQRmyIFTBQ #Negara #kpdn #KPDNPerak #minyakmasak #minyakmasakpeket,Malaysia,Premise Sell Oil Package Oil to certain people only negara kpdn kpdnperak minyakmasak minyakmasakpeket,0.2732,Positive
Fri Oct 04 00:20:43 +0000 2024,pagi ini kita masak dengan minyak berlebih serta api yg ganas agar tekstur terasa crunchy nan ugal ugalan. sekalgius diterjang untuk segera kembali pada roots rootsss and rootssss! https://t.co/lDKT05Lkk9,,This morning we cooked with excess oil and violent flame to make the texture feel crunchy nan ugalSekgius is rushed to return to root rootsss and rootssss,-0.5994,Negative
Thu Oct 03 23:39:01 +0000 2024,Sik otw pawon ga masak? sik lagi nggawe kaos kaki ga sepatuan sik nggawe minyak rambut ga sisiran? sik noto2 bekal ga dikreseki? . Wong model ngene ki jenenge opo to,Indonesia ,Sik otw pawon ga cookIs it okay to have a footstep not to have a hair oilIs it that the supply is not worth itWONG MODEL NGENE KI JENENGE OPO TO,0.0603,Positive
Thu Oct 03 21:55:19 +0000 2024,Saring pasta kemiri menggunakan saringan untuk memisahkan ampas kemiri dengan sarinya. Masak sari kemiri hingga menghasilkan minyak kemiri.,,Slip of the Memori Pasta us the screening to separate the mood with itCook the Sari Memiri until it produce the oil,0.0,Neutral
Thu Oct 03 18:35:28 +0000 2024,kalau kat johor singapore yg datang membeli belah kan? tapi kalau kat area kedah dan perlis ni warga Thailand yang memborong banyak barang Malaysia termasuk minyak masak dan petrol.,westerng,If in Johor Singapore you came to shopping rightBut in Kedah and Perlis this is a Thai citizen who ha a lot of Malaysian item including cooking oil and petrol,0.34,Positive
Thu Oct 03 17:10:06 +0000 2024,damn baru sadar mamah gue masak kentang goreng pake minyak bekas goreng ikan... pantes rasanya aneh betul,22 / mostly abyss testi 👉,Damn just realized that he cooked fried potato with fish fried fish pantes it tasted weird,-0.5267,Negative
Thu Oct 03 15:00:28 +0000 2024,@Nazril_Iznil Kartel minyak masak Kartel Gula Kartel musang king on the way,"Kuala Lumpur, Malaysia",Nazriliznil cartel cooking oil king king king king on the way,0.0,Neutral
Thu Oct 03 13:51:44 +0000 2024,@NgaKorMing Syabas dan tahniah Kerajaan MADANI! Pada masa yang sama jangan lupa untuk terus bekerja keras mengatasi masalah kos sara hidup kekurangan bekalan beras tempatan minyak masak.,"Shah Alam, MALAYSIA",Ngakorming Well done and congratulation to the Madani GovernmentAt the same time do not forget to continue working hard to overcome the cost of living in the lack of local rice supply of cooking oil,0.608,Positive
Thu Oct 03 13:42:48 +0000 2024,@heybogosipeo WKWKWKKWKW pertahankan ya kadang minyak meledak di situasi yang tidak terduga - sy yang abis kena minyak pas MASAK TELOR DADAR,,heybogosipeo wkwkwkkwkw defend yes sometimes oil explodes in unexpected situation,0.4019,Positive
Thu Oct 03 12:03:27 +0000 2024,- Selanjutnya siapkan teflone dan sedikit minyak masukkan bawang dan cabe yg tadi sudah dihaluskan. Oseng sampai matang Jika sudah masukan kacang tanah +gula yg sudah dihaluskan air asam Jawa air 30 ml dan garam lalu aduk. Masak sampai bumbu kacang meletup letup lalu matikan,,Further preparing the teflone and a little oil add the onion and the cabe that ha been drainedOseng to mature if you have peanut butter sugar that ha been watered in 30 ml of water and saltCook until the peanut butt explode and turn off,0.765,Positive
Thu Oct 03 11:54:50 +0000 2024,habis masak malah kena minyak banyak bgt.. panas ,au on pinned ; tellonym →,It is cooked and it ha a lot of oil it hot,0.34,Positive
Wed Oct 02 08:30:01 +0000 2024,@Heraloebss Semoga si istri pimpinan itu nanti pas masak matanya kesiram air cabe juga. Tangannya kena minyak panas biar tau rasanya kayak apa,she/her  ,Heraloebss Hope the leader wife will cook his eye water cabe tooHer hand ha hot oil to know what it taste like,0.875,Positive
Wed Oct 02 06:34:53 +0000 2024,@Rizzler210115 @theskop @hannahyeoh Oi sial.. Semua tu ada bukti tak? Kenapa pembangkang bahlol takde buat report polis? Kes terowong tu ada transaksi utk permulaan projek bukan keseluruhan projek.. Kalau guan eng salah sumbat..salah ttp salah. Kau komen skit janawibawa bestari net minyak masak.. Bodoh,republic of johore,Rizzler210115 theskop hannahyeoh oi damn all of them have any evidenceWhy dont the Bahlol opposition make a police reportThe tunnel case ha a transaction for the start of the project not the whole project if Guan Eng is wrong it is wrongYou comment on the scenery skit bestari net cooking oil stupid,-0.7783,Negative
Wed Oct 02 05:30:15 +0000 2024,1. Masak pasta di air mendidih yang udah dicampur minyak dan sejumput garam (waktu memasak sesuai jenis pastamu ya) setelah pasta matang biarkan dulu di dalam air rebusannya 2. Di atas teflon lelehkan butter/mentega lalu tumis bawang putih cincang 3. Kecilkan api lalu masukan,buitenzorg,1 Cook the pasta in boiling water that is mixed with oil and a grate of salt cooking time is your pasta type after the pasta is mature first in the boiled water 2 On top of the butterbutter and saut the chopped garlic 3enter,0.5574,Positive
Wed Oct 02 05:26:55 +0000 2024,@Michie_JKT48 yg cemplung2 aja gausah ada minyak. yg ga terlalu banyak step biar ga fokus masak doang,𝕾𝖔𝖚𝖙𝖍𝕭𝖆𝖒𝖇𝖔𝖔𝕮𝖎𝖙𝖞,Michiejkt48 The cemplung2 is not oilThere are too many step to not focus on cooking,0.0,Neutral
Wed Oct 02 04:52:29 +0000 2024,Tauhu telur masak butter dan telur masin. Sedap jugak resepi begini. Dlu buat sos tiram je tp rasa bosan. Makan dgn timun jepun letak minyak bijan kicap cair sos ikan... https://t.co/d28zCosXWC,Victoria Island,Eggs cooked butter and salted eggsThis is a good recipeYou should make oyster sauce but not boredEat with Japanese cucumber Put soy sauce soy sauce fish sauce,0.2382,Positive
Wed Oct 02 03:32:34 +0000 2024, Jendra jendra.. makanya kalo mau masak mie goreng pake minyak satu liter jeenn jeenn WOYYY SESAATTTT BANGEETTTT #tellonym https://t.co/DmWfLOkJLG,jongbikyubi,JENDRA WITH So if you want to cook fried noodle with one liter oil jeann jeenn woyyy sesaatttt bangeetttt tellonym,0.144,Positive
Wed Oct 02 03:21:36 +0000 2024,Cara membuatnya: Campurkan kesemua bahan A dan B kacau rata..tiada tepung berketul...perap selama 2 ke 3 jam. Sapukan minyak pada kuali dan bakar hingga masak. Siap untuk dihidangkan. Sumber: Muliadi Ramli https://t.co/rn6ABXEGJz,Daily Makan Network,How to make it Mix all ingredient A and B stir well no flour marinate for 2 to 3 hoursApply oil to the pan and bake until cookedReady to serveSource Muliadi Ramli,-0.0258,Neutral
Wed Oct 02 02:56:10 +0000 2024,Beras itu seperti tepung bagi kita (org Eropa) pisang buah paling penting bambu jenis kayu utama kerbau adalah hewan pokok untuk bekerja. Sementara itu minyak didapat dari kelapa. Minyak kelapa digunakan untuk segala macam kebutuhan dari masak lampu sampai minyak rambut. https://t.co/5myKGkUatZ,"Brunswick, Germany",The rice is like a flour for u org Eropa The most important fruit banana bamboo is the main type of buffalo is a tree to workMeanwhile oil is obtained from coconutCoconut oil is used for all kind of wrinkle from cooking lamp to hair oil,0.5563,Positive
Wed Oct 02 02:26:53 +0000 2024,Bahan Pisang Meler: 2 buah pisang ambon coklat masak secukupnya 1 bungkus Kobe Tepung Pisang Goreng Crispy (75gr) 100 ml air 1 bungkus KOBE Breadcrumbs (270gr) minyak untuk menggoreng,Indonesia,Meler banana ingredient 2 cooked brown banana 1 pack of crispy fried banana flour 75gr 100 ml water 1 pack of breadcrumb 270gr oil for frying,0.0,Neutral
Wed Oct 02 01:32:19 +0000 2024,Baru tahu kenapa kenapa minyak masak paket susah nak dapat di kedai runcit https://t.co/dDsUEeyJ4l,,Just know why cooking oil is so hard to get at the grocery store,-0.2183,Negative
Wed Oct 02 00:57:39 +0000 2024,membuat syarat pembelian bagi minyak masak bersubsidi polibeg 1kg ini boleh disalurkan kepada mana-mana saluran aduan kepenggunaan KPDN :,Putrajaya,Making the purchase condition for this 1kg subsidized cooking oil can be channeled to any KPDN consumer complaint channel,-0.296,Negative
Tue Oct 01 15:42:55 +0000 2024,@pelisahh Sebab diorang jarang makan benda camtu kat uni tak pandai spend duit sangat kt makanan sedap katanya lagi sedih bila my mak never knew what foods i like sebab ye la aku kan gemuk makan je apa semua mak masak. She only knew aku tak suka nasi minyak bila aku dah 20 tahun,,pelisahh because it rarely eats the camel in the union not good at spending money so good food he said sadly when my mom never knew what food I like because you are fat eating all my cookingShe only knew I dont like oil rice when Im 20 year old,-0.0193,Neutral
Tue Oct 01 14:32:11 +0000 2024,selanjutnya celupkan irisan tempe tadi kedalam adonan diamkan sebentar biar meresap bleh sambil nonton wanpis :V masukkan minyak kedalam wajan pastikan apinya tidak sebesar api cemburu yh. masukkan adonan tempe satu persatu. masak sambil dibolak balik biar matangnya merata https://t.co/I8dGIZABGI,IKANER,Next dip the slice of the tempeh into the dough for a moment to absorb it and watch Wanpis V Put the oil into the wajan Make sure the fire is not a big a the fire is jealousInsert the tempeh dough one by oneCook while turning back to maturity,-0.3612,Negative
Tue Oct 01 12:51:25 +0000 2024,@izzieanialba 1. Goreng ayam &amp; kentang ketepikan. 2. Blend bawang besar garlic halia rempah sup rempah kurma. 3. Tumis 4 sekawan dan pandan masukkan bahan blend masak sampai pecah minyak dan garing. 4. Masukkan sos tiram kicap air dan perasakan. 5. Masukkan ayam dan kentang. 6. SIAP,"Sungai Petani, Kedah",izzieanialba 1 Fried Chicken ampPotatoes set aside2 Blend onion garlic ginger ginger spice soup dates3 Saute 4 tablespoon and pandan add cooked blend ingredient until oil is broken and dry4 Add the soy sauce soy sauce and season5 Add chicken and potatoes6 Ready,-0.1531,Negative
Tue Oct 01 12:12:54 +0000 2024,dah la aku tak menyumbang pape tumpang umah dia mampu basuh baju menyapu masak (sometimes) basuh toilet. bills breakfast/dinner dia je beli.but groceries beras and minyak sometime my dad belikan also.,,So I didnt contribute to the house he wa able to wash the sweeping clothes sometimes wash the toiletBills breakfastdinner he boughtBut grocery rice and oil sometime my dad bought it also,0.0,Neutral
Tue Oct 01 12:12:36 +0000 2024,️ Untuk regular acne patch (hydrocolloid) sesuai untuk acne yang ada mata dan yang dah masak . Patch tu akan melembapkan kawasan acne dan akan menyerap lebihan minyak dan nanah https://t.co/eUzNGGwfOB https://t.co/5OppJdQZCo,Malaysia,For regular acne patch hydrocolloid is ideal for acne with eye and cookedThe patch will moisturize the acne area and will absorb excess oil and pu,0.3182,Positive
Tue Oct 01 12:12:02 +0000 2024,Cara Membuat - Iris bawang cabai daun jeruk dan kecombrang - panaskan wajan dengan minyak di api sedang - masukan bawang2an cabai dan jeruk dan kecombrang tumis sebentar hingga harum - masukan daging dan masak hingga matang dan berubah warna - tambahkan garam koreksi rasa. https://t.co/ujB45HvlZT,,How to Make Onion Chili Leaf Leaves and Loads Heat the oil with oil on the fire Put onion and lime and stir fry theme until fragrant Put meat and cook until mature and change color add flavored salt salt,0.1027,Positive
Tue Oct 01 11:25:45 +0000 2024,unlock resep simpel dan baru tau kalau ini enak 1. telor 1 biji 2. beras (1/2 cup) buat sekali masak satu porsi 3. kecap manis 3/4 sdm 4. kecap asin 3/4 sdm 5. minyak wijen 1/2 sdm,,Unlock Simple and new recipe know that this is delicious 1 Eggs 1 seed 2 Rice 12 cup Make one serving 32 sdm,0.5719,Positive
Tue Oct 01 02:57:34 +0000 2024,Kalau tarik subsidi minyak masak nak ganti apa? Aku setuju kalau ada sistem ganti yang lebih bagus sebab masalah sembunyi minyak ni dah lama dan takdak siapa nak selesaikan. Cuma kena bagi perhatian kat peniaga kecil. Walaupun mereka mmg tak layak dapat ,Kuala Lumpur,What if the cooking oil subsidy want to changeI agree that there is a better replacement system because the problem of hiding this oil is old and no one want to solve itJust for the attention of small tradersAlthough they are not worthy of being able to,-0.3022,Negative
Tue Oct 01 02:21:10 +0000 2024,Oo ni la punca minyak masak 1kg takde kat NSK dan Mydin. Bersusah aku mencari hujung-hujung kene beli minyak botol juga.,,Oo this is the source of 1kg cooking oil in NSK and MydinIm trying to find the end here and buy bottle oil too,0.0,Neutral
Tue Oct 01 02:04:09 +0000 2024,Orang kita bising orang kita juga dalang sindiket seleweng minyak masak https://t.co/S0wJPJ8e6f,Kuala Lumpur,Our people are noisy and our syndicate is also a syndicate of cooking oil,-0.1779,Negative
Tue Oct 01 01:45:12 +0000 2024,cape bgt tiap abis masak pasti minyak panasnya nyiprat jadilah merah yg berujung item ini sakit tapi gw suka masak gmn dong https://t.co/ImSRbfLApm,,Cape bgt every cook is definitely a hot oil to be red that the item end this item but I like to cook gmn dong,0.6249,Positive
Tue Oct 01 00:50:37 +0000 2024,Kilang yg proses &amp; jual pada penyangak tu mcmana? Terjawab kenapa minyak masak paket susah nak jumpa di pasar raya https://t.co/Wy1MvWbFx9,"Bt.Caves, Selangor Malaysia",Processing factory ampSell the rogueAnswered why cooking oil is hard to find at the supermarket,-0.1027,Negative
Tue Oct 01 00:50:06 +0000 2024,@AuFaitMY @SinarOnline @KPDN_HQ Hbz tu nk beza zaman PN minyak masak pon 50 ringgt ,,Aufaitmy sinaronline kpdnhq hbz tu nk difference in the cooking oil of 50 dollar,0.0,Neutral
Tue Oct 01 00:16:15 +0000 2024,@hmetromy Patutlah minyak masak asyik hilang rupa-rupanya ada 'barua' buat kerja sambil isi poket sendiri. Hebat betul!,,hmetromy should be cooking oil and it look like there is a new to work while containing your own pocketThats great,0.765,Positive
Tue Oct 01 00:15:01 +0000 2024,#putrajaya Tidak dinafikan wujudnya 'barua' tempatan yang menjadi punca ketirisan minyak masak subsidi milik rakyat dalam skala besar setiap bulan https://t.co/NSdiO9Eu5G,Malaysia,Putrajaya is undeniably the existence of local new which is the cause of the people subsidized cooking oil on a large scale every month,0.0,Neutral
Mon Sep 30 23:45:02 +0000 2024,#putrajaya Sebanyak 32 syarikat sudah diambil tindakan dan kuota syarikat ditarik di bawah Skim Penstabilan Harga Minyak Masak (COSS) sejak tahun 2020 hingga Jun 2024 https://t.co/Klp7wzJ0kb,Malaysia,Putrajaya A total of 32 company have been taken and the company quota is drawn under the Cooking Oil Price Stabilization Scheme COSS from 2020 to June 2024,0.0,Neutral
Mon Sep 30 19:32:22 +0000 2024,@hmetromy Haritu kejayaan rampasan minyak subsidies diesel kat Miri Sarawak kalini kat Kajang Selangor minyak masak subsidies.Tahniah KPDN. Bukan senang nk melawan kartel yg dilindungi gangsters dn mafia ni.Mrk dh bersarang berdekad lamanya.Siapa yg melindungi mereka ni smpai begitu kebal?,"Kota Tinggi, Johor",hmetromy is the success of the seizure of diesel subsidy in Miri Sarawak this time in Kajang Selangor cooking oil subsidy Congratulations KPDNIts not easy to fight gangster protected cartel and mafia,0.8828,Positive
Mon Sep 30 18:37:55 +0000 2024,@diethingy Apaya gada kalo akuu soalnya cuma ngurangin porsi nasi banyakin lauk pro nya Kl cara masak dan bumbunya msh sama seperti masskan rumah biasa. Cuma emang no santan samsek kecuali lebaran. Sama paling minyak sikitt bgt,,diethingy is the case if I just know how to get a lot of rice dish that are cooking and how to cook it and it just like a regular homeIts just that the coconut milk is except for the holidayThe same is the best oil bgt,0.7717,Positive
Mon Sep 30 15:56:37 +0000 2024,@kekucing Nih pakcik yg anak dia kes simpan minyak masak aritu https://t.co/nB9jNijGIq,Selangor,kekucing is a uncle whose son is the case of cooking oil,0.0,Neutral
Mon Sep 30 14:06:19 +0000 2024,@Solisidtor Tak tanya mwnantu muhyidin kat london ke tak balik bertahun Or tanya anak hamzah sakau pek minyak masak,,Solisidtor did not ask Muhyidin in London for year or asked Hamzahs son to pack cooking oil,0.0,Neutral
Mon Sep 30 13:31:06 +0000 2024,Sebab tu orang kata harga makan kat kedai tu harga sebuah kemalasan. Kau boleh je masak nasi dalam 30 minit lepastu nak kena sedia minyak blender cili dengan bawang goreng nasi letak telur sikit. Tapi tula sejam ambik masa. Kat kedai busuk2 pun setengah jam kalau ramai.,"Melaka Mandate of Langkasuka
",Thats why people say the price of eating at the store is a lazinessYou can cook rice in 30 minute to get chili blender oil with fried egg fried onionsBut it took an hour to spend timeEven in a rotten shop for half an hour,-0.5106,Negative
Mon Sep 30 13:18:10 +0000 2024,@tjerealjoker Hapuskan sabsidi minyak masak demi negara,,tjerealjoker Eliminate cooking oil for the country,0.0,Neutral
Mon Sep 30 13:12:45 +0000 2024,@anwaribrahim @farhanfauzi_my Minyak masak paket dan Ron95 dijual secara berleluasa di negara jiran. Harap diambil tindakan penyasaran semula untuk manafaat rakyat miskin. https://t.co/4yG4eCe8w1,Malaysia,anwaribrahim farhanfauzimy package cooking oil and RON95 are widely sold in neighboring countriesPlease take re marketing for the benefit of the poor,-0.0258,Neutral
Mon Sep 30 13:04:41 +0000 2024,@Noname17223 Tuang je minyak masak sikit2. Kalau ke klinik pun doc suggest macam tu juga.,Shah Alam,Noname17223 Pour the cooking oil a littleIf you go to the clinic the doc suggests that too,0.0,Neutral
Mon Sep 30 12:58:55 +0000 2024,#Infografik Kaedah penyeludupan minyak masak subsidi ke Thailand https://t.co/R6vFSg8BeA,Malaysia,Infographic smuggling method for cooking oil to Thailand,-0.4767,Negative
Mon Sep 30 12:34:06 +0000 2024,@KakakSVT faham sangatttttt jealous tengok orang masak sebab tak reti tak tahula kenapa takut sangat minyak+api+benda benda panas i sangat bersyukur orang invent air fryer sjsjsjsjjaja,she/her ,Kakaksvt understand very jealous see people cook because they dont know why they are so scared of oilfirehot thing I am very grateful to invent air fryer sjsjsjsjj,-0.5777,Negative
Mon Sep 30 12:14:35 +0000 2024,Terjawab kenapa minyak masak paket susah nak jumpa di pasar raya https://t.co/jcAmDqlTwY,Kuala Lumpur,Answered why cooking oil is hard to find at the supermarket,-0.1027,Negative
Mon Sep 30 12:04:23 +0000 2024,@dayangnas Omg mesti yang jenis makin tua makin tunduk kebawah sebab pakai minyak masak tu. Kata kaya at least gi laaa vietnam macam anju! Lol,"Johor Bahru, Johor",DayangNas OMG must be the kind of age a it is lower because of the cooking oilSay Rich at least gi laaa Vietnam is like AnjuLol,0.5994,Positive
Mon Sep 30 11:57:58 +0000 2024,musuh setiap org yg mau masak adalah minyak ikan ,your heart,The enemy of every person who want to cook is fish oil,-0.4939,Negative
Mon Sep 30 11:12:54 +0000 2024,Sewa rumah dah takyah bayar. Cuma bayar bil utiliti minyak masak &amp; sabun baju.,,Rent a house is not paidJust pay the cooking oil utility bill ampSoap,0.0762,Positive
Mon Sep 30 11:08:19 +0000 2024,@kecoatongseng Wih aku pernah masak pake minyak zaitun,,kecoatsong wih I once cooked olive oil,0.0,Neutral
Mon Sep 30 11:03:42 +0000 2024,kok bisa sih dia masak makanan yg digoreng pas diangkat minyak nya ga ditiriskan dlu????,,can he cook the fried food when he lift his oil and it is poured out,0.0,Neutral
Mon Sep 30 10:56:34 +0000 2024,@apanakdikato @MOFmalaysia @anwaribrahim Betul tiada lagi minyak masak paket bersubsidi untuk warga asing.,"Shah Alam, Selangor",apanakdikato mofmalaysia anwaribrahim right no more subsidized packet cooking oil for foreigner,-0.296,Negative
Mon Sep 30 10:33:47 +0000 2024,ni minyak di muka gue bisa buat masak telur keknya jirr,,This oil in your face can make the cake egg,0.0,Neutral
Mon Sep 30 09:39:16 +0000 2024,masalah receh ky dia abis masak ga diberesin +minyak nyiprat kemana2 aja gw SEBEL BANGET kenapa? DARI 10 TAHUN KELAKUAN ADE GW KY GITU GA BERUBAH2 dikasi tau bae2 ga mau dengerin dibentak kita yg cape sendiri,,The problem of KYs recipe is cooked and the oil is gone where is itFrom 10 year of behavior GW KY ha changed to be used to know how to get our own Cape,-0.0772,Negative
Mon Sep 30 08:07:04 +0000 2024,Today kan mood masak terus lihat resepe ada tulisan 1sdt minyak wijen 1sdt minyak ikan langsung kek hzhzhzh ga mood. ,Ngueng ngueng ,Today the cooking mood continues to see the recipe with 1SDT WEEK OIL 1SDT FISH OIL OIL HZHZHZH GA MOOD,0.0,Neutral
Mon Sep 30 07:46:55 +0000 2024,@apanakdikato @MOFmalaysia @anwaribrahim Kalau masuk Dannok bersepah minyak masak paket dorg jual di kedai2 yg orang Malaysia rajin kunjungi. Ironi sungguh.,Bandar Sunway,Apenakdikato mofmalaysia anwaribrahim If you go in and go to the dorg packet cooking oil in the shop that Malaysians diligently visitIronically,0.0,Neutral
Mon Sep 30 07:31:43 +0000 2024,Dah berapa bulan lahai minyak masak peket ni tak jumpa kat kedai. Kitonyo B40 kot.,,Its been a month since this pack of cooking oil ha not been found in the storeKitonyo B40 coat,0.34,Positive
Mon Sep 30 06:11:39 +0000 2024,Notes : Ra nanti kamu masaknya jangan pake minyak panas ya harus ditungguin jg? soalnya its potato it can be exploded if you leave it on Capek gak si lu wkwkwkwk diajarin cara masak sama temen u pdhl dia dah cape2 bikininnya wkwk ini tinggal digoreng btw hehe https://t.co/jdQCVFv8RT,,Notes Ra will you cook it not to pack hot oil yes should you waitIts potato it can be exploded if you leave it on Capek not Lu wkwkwkwk taught how to cook with me pdhl dah cape2 make this wkwk stay fried btw hehe,0.3612,Positive
